date,product_type,units_demanded,total_revenue,demand_lag_1,demand_lag_7,demand_lag_14,demand_lag_30,rolling_mean_7,rolling_std_7,day_of_week,month,is_weekend
2023-09-01,T-shirt,96,26095.43,182,169,192,156,154.28571428571428,96.39798456695743,4,9,0
2023-09-01,Tablet,198,56175.38,141,135,146,201,165.71428571428572,87.85919471084426,4,9,0
2023-09-01,Television,192,53605.71,147,214,113,168,161.42857142857142,87.94857804963266,4,9,0
2023-09-01,Thriller,55,13769.42,96,83,85,128,163.85714285714286,85.493525235206,4,9,0
2023-09-01,Tools,95,27580.57,105,97,116,92,130.14285714285714,36.47569314593083,4,9,0
2023-09-01,Water,300,76268.3,389,346,363,360,174.0,99.33780750550092,4,9,0
2023-09-02,Bathroom,145,37262.33,30,125,156,110,155.71428571428572,113.5395882291196,5,9,1
2023-09-02,Bedding,79,29467.29,92,101,120,77,142.85714285714286,115.15124629724792,5,9,1
2023-09-02,BlueStar AC,42,12207.93,43,29,29,23,128.85714285714286,121.21252489110236,5,9,1
2023-09-02,Children's,79,21519.84,72,81,110,118,118.14285714285714,122.6477728720587,5,9,1
2023-09-02,Chocolate,85,27555.12,131,139,85,116,123.14285714285714,122.30757481506518,5,9,1
2023-09-02,Coffee,134,38345.43,71,83,72,83,118.28571428571428,123.81399259334412,5,9,1
2023-09-02,Decorations,227,53249.67,182,160,146,178,88.71428571428571,52.64888186756334,5,9,1
2023-09-02,Dress,105,25314.8,59,81,106,109,92.85714285714286,48.21282184726457,5,9,1
2023-09-02,Fiction,277,69628.16,329,293,308,215,126.71428571428572,101.394796522823,5,9,1
2023-09-02,Fridge,96,25116.43,126,99,129,99,138.57142857142858,94.5989026413748,5,9,1
2023-09-02,Furniture,173,43536.55,227,119,168,173,160.71428571428572,94.5598827652159,5,9,1
2023-09-02,Headphones,87,23325.62,81,104,87,92,153.57142857142858,98.9643995634406,5,9,1
2023-09-02,Jacket,100,27898.68,106,75,82,102,158.57142857142858,94.89794016531124,5,9,1
2023-09-02,Jeans,67,17219.13,58,106,74,104,140.85714285714286,101.16229299402744,5,9,1
2023-09-02,Juice,152,36157.94,169,148,266,184,156.57142857142858,94.6623070760074,5,9,1
2023-09-02,Kitchen,132,31200.6,95,87,103,111,123.14285714285714,57.73915070218331,5,9,1
2023-09-02,Laptop,123,34193.520000000004,40,122,50,129,110.85714285714286,65.63898377089707,5,9,1
2023-09-02,Lighting,96,31274.15,86,78,91,99,90.71428571428572,41.10845122240245,5,9,1
2023-09-02,Literature,76,18569.84,100,105,104,127,93.42857142857144,40.987222166820025,5,9,1
2023-09-02,Mitsubishi 1.5 Ton 3 Star Split AC,123,27973.26,76,103,155,97,89.14285714285714,41.02206142808284,5,9,1
2023-09-02,Non-Fiction,311,78688.09,242,240,347,310,115.42857142857144,67.89172051351784,5,9,1
2023-09-02,Shirt,138,26550.21,81,46,94,62,102.85714285714286,64.37501733702872,5,9,1
2023-09-02,Shoes,205,49296.49,201,204,156,181,118.0,73.97071492602038,5,9,1
2023-09-02,Shorts,103,33480.14,83,72,81,87,124.14285714285714,67.95446654789835,5,9,1
2023-09-02,Smartphone,237,59332.65,271,302,190,366,150.57142857142858,84.58695159983199,5,9,1
2023-09-02,Snacks,122,26717.51,77,66,136,72,147.28571428571428,87.28251884104877,5,9,1
2023-09-02,Soft Drink,188,46448.59,166,234,202,174,160.14285714285714,81.46661600808932,5,9,1
2023-09-02,T-shirt,184,42315.26,96,186,175,200,139.28571428571428,75.48667495153052,5,9,1
2023-09-02,Tablet,232,60578.27,198,170,175,205,156.0,73.35302765848601,5,9,1
2023-09-02,Television,186,43161.54,192,147,229,160,154.71428571428572,72.50681412969432,5,9,1
2023-09-02,Thriller,164,43379.48,55,70,67,56,150.71428571428572,77.70824556359106,5,9,1
2023-09-02,Tools,66,9966.56,95,81,80,74,125.57142857142856,58.36910467835099,5,9,1
2023-09-02,Water,372,89053.87,300,307,291,227,157.42857142857142,83.06996477439361,5,9,1
2023-09-03,Bathroom,110,28201.56,145,91,87,87,154.42857142857142,83.088019880239,6,9,1
2023-09-03,Bedding,69,19570.94,79,98,76,75,152.0,85.29947244854414,6,9,1
2023-09-03,BlueStar AC,45,10427.6,42,47,29,37,129.71428571428572,91.4361603993264,6,9,1
2023-09-03,Children's,66,16960.68,79,93,126,112,113.57142857142856,88.53597600760352,6,9,1
2023-09-03,Chocolate,138,31556.05,85,91,104,84,117.85714285714286,85.9155177513125,6,9,1
2023-09-03,Coffee,121,22055.73,134,65,89,83,123.42857142857144,85.44951168742251,6,9,1
2023-09-03,Decorations,162,39649.11,227,185,174,189,113.0,61.37045977775654,6,9,1
2023-09-03,Dress,61,17492.06,105,121,81,90,107.28571428571428,59.73473106357798,6,9,1
2023-09-03,Fiction,256,64443.6,277,317,333,271,135.57142857142858,85.45146213466627,6,9,1
2023-09-03,Fridge,105,21135.13,96,130,174,61,143.28571428571428,77.68035849066369,6,9,1
2023-09-03,Furniture,130,34021.64,173,177,236,147,156.71428571428572,72.67900725270015,6,9,1
2023-09-03,Headphones,53,16267.93,87,63,41,84,157.0,72.35329985563854,6,9,1
2023-09-03,Jacket,79,22670.16,100,58,94,120,152.14285714285714,75.23835141607944,6,9,1
2023-09-03,Jeans,94,26990.14,67,64,68,87,129.28571428571428,72.97651285565338,6,9,1
2023-09-03,Juice,180,46213.09,152,146,165,157,136.0,72.53045337419715,6,9,1
2023-09-03,Kitchen,116,27817.27,132,56,41,72,115.28571428571428,38.06885991513267,6,9,1
2023-09-03,Laptop,49,15695.56,123,124,76,132,119.14285714285714,37.14578743019762,6,9,1
2023-09-03,Lighting,84,21831.98,96,98,45,138,108.14285714285714,29.05987251307347,6,9,1
2023-09-03,Literature,52,10453.95,76,67,77,51,106.57142857142856,30.647768504176696,6,9,1
2023-09-03,Mitsubishi 1.5 Ton 3 Star Split AC,63,14937.13,123,78,98,129,109.85714285714286,31.056016977006,6,9,1
2023-09-03,Non-Fiction,194,50821.17,311,213,332,309,144.71428571428572,77.35570284022177,6,9,1
2023-09-03,Shirt,102,28804.5,138,88,103,63,142.71428571428572,77.31691122842848,6,9,1
2023-09-03,Shoes,197,47877.07,205,169,170,174,153.14285714285714,80.48898179549876,6,9,1
2023-09-03,Shorts,107,24421.39,103,82,101,66,150.28571428571428,82.07661925646893,6,9,1
2023-09-03,Smartphone,234,55242.27,237,168,186,245,170.42857142857142,83.81697748240312,6,9,1
2023-09-03,Snacks,87,30360.67,122,73,102,116,177.0,76.67898451770623,6,9,1
2023-09-03,Soft Drink,188,49020.27,188,204,143,192,186.28571428571428,72.89196180127182,6,9,1
2023-09-03,T-shirt,182,46634.98,184,175,190,165,168.14285714285714,48.35089992760711,6,9,1
2023-09-03,Tablet,188,54834.14,232,137,207,167,181.57142857142856,51.53269881947787,6,9,1
2023-09-03,Television,185,46404.26,186,187,233,173,178.85714285714286,50.584676768854514,6,9,1
2023-09-03,Thriller,61,15954.17,164,73,66,125,187.57142857142856,39.34402598810087,6,9,1
2023-09-03,Tools,46,11745.01,66,85,130,93,163.14285714285714,53.92410892921153,6,9,1
2023-09-03,Water,322,78811.04000000001,372,332,399,337,198.8571428571429,91.69410844656004,6,9,1
2023-09-04,Bathroom,123,34963.29,110,109,72,130,187.7142857142857,97.7713562104877,0,9,0
2023-09-04,Bedding,65,20726.77,69,71,27,118,171.28571428571428,107.66106428001126,0,9,0
2023-09-04,BlueStar AC,19,4682.97,45,39,37,26,144.57142857142858,113.14571304716895,0,9,0
2023-09-04,Children's,57,18083.93,66,81,78,50,127.42857142857144,114.89974926409668,0,9,0
2023-09-04,Chocolate,98,30454.13,138,75,101,81,123.71428571428572,113.93669921746604,0,9,0
2023-09-04,Coffee,79,20908.79,121,90,75,61,131.57142857142858,111.15583226992165,0,9,0
2023-09-04,Decorations,170,42971.84,162,201,260,194,101.57142857142856,42.7272635166227,0,9,0
2023-09-04,Dress,63,14636.48,61,124,70,54,94.57142857142856,45.0660890354626,0,9,0
2023-09-04,Fiction,210,48216.33,256,217,224,253,121.28571428571428,73.70597959847846,0,9,0
2023-09-04,Fridge,134,29433.53,105,113,85,68,129.85714285714286,66.4916750965319,0,9,0
2023-09-04,Furniture,235,62624.3,130,198,193,123,139.0,60.36555309114559,0,9,0
2023-09-04,Headphones,63,16240.04,53,88,78,99,126.85714285714286,68.58918420914549,0,9,0
2023-09-04,Jacket,96,19818.67,79,54,113,100,120.85714285714286,70.98222446835605,0,9,0
2023-09-04,Jeans,84,24592.33,94,99,88,88,111.14285714285714,69.03967113534125,0,9,0
2023-09-04,Juice,133,28882.7,180,153,197,183,128.14285714285714,69.28546882627045,0,9,0
2023-09-04,Kitchen,117,25354.69,116,97,99,106,108.14285714285714,40.42040974321514,0,9,0
2023-09-04,Laptop,92,18528.05,49,80,119,75,100.14285714285714,46.26528061598738,0,9,0
2023-09-04,Lighting,115,27836.13,84,91,105,61,93.57142857142856,44.55280441175661,0,9,0
2023-09-04,Literature,77,23071.67,52,142,42,90,93.42857142857144,44.70591736693148,0,9,0
2023-09-04,Mitsubishi 1.5 Ton 3 Star Split AC,161,36105.4,63,100,102,99,91.14285714285714,45.958055410805976,0,9,0
2023-09-04,Non-Fiction,289,80668.4,194,260,316,327,105.42857142857144,60.29885886940361,0,9,0
2023-09-04,Shirt,103,22181.59,102,112,125,51,94.28571428571428,50.65805064585445,0,9,0
2023-09-04,Shoes,104,26726.36,197,215,175,246,105.85714285714286,63.95161861758776,0,9,0
2023-09-04,Shorts,47,13152.56,107,95,85,78,114.14285714285714,58.91640567060029,0,9,0
2023-09-04,Smartphone,338,81275.69,234,239,291,267,135.57142857142858,71.96030651884153,0,9,0
2023-09-04,Snacks,71,17222.85,87,70,85,26,140.57142857142858,66.16861578033526,0,9,0
2023-09-04,Soft Drink,165,35006.41,188,128,128,215,158.42857142857142,58.12302223977738,0,9,0
2023-09-04,T-shirt,173,42387.04,182,214,172,163,156.71428571428572,57.066377391344616,0,9,0
2023-09-04,Tablet,183,44135.57,188,177,203,116,169.0,52.38956639128274,0,9,0
2023-09-04,Television,175,40330.65,185,238,196,231,167.28571428571428,51.50959226433508,0,9,0
2023-09-04,Thriller,104,23800.29,61,81,58,89,160.71428571428572,62.28888152716106,0,9,0
2023-09-04,Tools,66,10708.93,46,69,102,94,133.85714285714286,65.8519262472716,0,9,0
2023-09-04,Water,338,90444.21,322,387,353,326,167.42857142857142,92.49478749792156,0,9,0
2023-09-05,Bathroom,109,26162.52,123,86,133,76,158.14285714285714,93.34421705249233,1,9,0
2023-09-05,Bedding,134,35721.8,65,105,115,93,141.42857142857142,98.68275287143967,1,9,0
2023-09-05,BlueStar AC,30,6684.88,19,8,21,27,117.28571428571428,105.80597696682663,1,9,0
2023-09-05,Children's,101,29444.24,57,84,72,65,99.0,103.18107061536628,1,9,0
2023-09-05,Chocolate,58,12721.79,98,89,73,83,104.28571428571428,101.84909471977632,1,9,0
2023-09-05,Coffee,161,36132.65,79,92,130,59,109.0,99.43674706398308,1,9,0
2023-09-05,Decorations,177,42484.5,170,185,201,109,87.28571428571429,48.95138501858702,1,9,0
2023-09-05,Dress,61,15531.37,63,84,96,100,78.71428571428571,46.864038400866974,1,9,0
2023-09-05,Fiction,318,77401.83,210,179,205,367,99.42857142857144,67.35690299406771,1,9,0
2023-09-05,Fridge,163,41532.34,134,101,110,144,115.85714285714286,57.819917477827175,1,9,0
2023-09-05,Furniture,112,22626.32,235,144,243,213,141.28571428571428,66.16069902319666,1,9,0
2023-09-05,Headphones,91,20232.38,63,106,89,120,136.28571428571428,71.1142608429421,1,9,0
2023-09-05,Jacket,77,21549.76,96,75,105,140,138.71428571428572,69.09344948621887,1,9,0
2023-09-05,Jeans,58,11698.38,84,89,85,67,126.42857142857144,70.23972556622746,1,9,0
2023-09-05,Juice,177,35424.32,133,215,178,207,136.42857142857142,64.44857676953744,1,9,0
2023-09-05,Kitchen,109,29802.85,117,124,63,50,123.14285714285714,55.75371010503325,1,9,0
2023-09-05,Laptop,63,16474.33,92,61,129,38,117.14285714285714,56.64341259560619,1,9,0
2023-09-05,Lighting,71,19207.11,115,64,80,52,100.0,23.480488353805576,1,9,0
2023-09-05,Literature,87,25157.2,77,67,122,69,102.0,20.16597794966897,1,9,0
2023-09-05,Mitsubishi 1.5 Ton 3 Star Split AC,103,32138.62,161,120,118,96,111.28571428571428,29.668806771388294,1,9,0
2023-09-05,Non-Fiction,216,57861.96,289,286,238,227,140.57142857142858,70.84691746495137,1,9,0
2023-09-05,Shirt,101,26725.77,103,74,73,89,136.28571428571428,72.27427916327731,1,9,0
2023-09-05,Shoes,252,68351.25,104,178,144,202,134.42857142857142,73.01565389891147,1,9,0
2023-09-05,Shorts,143,34626.66,47,79,106,100,128.0,79.10120100225977,1,9,0
2023-09-05,Smartphone,387,104619.55,338,267,363,273,159.85714285714286,111.33197889110508,1,9,0
2023-09-05,Snacks,105,20344.04,71,120,62,95,159.0,112.09668445884834,1,9,0
2023-09-05,Soft Drink,160,32638.14,165,143,243,188,159.57142857142858,112.1187720572206,1,9,0
2023-09-05,T-shirt,257,63100.66,173,152,165,191,143.0,97.40807632498066,1,9,0
2023-09-05,Tablet,245,73679.07,183,175,184,196,154.42857142857142,96.62273221634916,1,9,0
2023-09-05,Television,148,34913.97,175,199,206,177,164.57142857142858,94.14148420127547,1,9,0
2023-09-05,Thriller,80,22667.2,104,100,68,101,172.71428571428572,84.219384715781,1,9,0
2023-09-05,Tools,75,15929.81,66,130,72,67,133.85714285714286,51.73144940114057,1,9,0
2023-09-05,Water,327,103061.91,338,389,401,360,172.0,85.24083528450413,1,9,0
2023-09-06,Bathroom,134,42838.26,109,101,126,97,164.0,88.5701228782405,2,9,0
2023-09-06,Bedding,92,22687.57,134,87,85,98,158.42857142857142,89.13446236418508,2,9,0
2023-09-06,BlueStar AC,22,5967.04,30,43,21,51,136.57142857142858,100.17960062284286,2,9,0
2023-09-06,Children's,57,15462.14,101,47,125,71,126.0,99.34955124877634,2,9,0
2023-09-06,Chocolate,63,18779.48,58,74,106,94,119.42857142857144,102.5180588040579,2,9,0
2023-09-06,Coffee,117,28899.27,161,87,95,69,133.0,100.53523428795124,2,9,0
2023-09-06,Decorations,220,63349.07,177,180,122,218,110.0,52.99685525261424,2,9,0
2023-09-06,Dress,69,17665.670000000002,61,116,99,108,103.14285714285714,56.15878848238621,2,9,0
2023-09-06,Fiction,290,66804.35,318,253,257,251,129.42857142857142,99.4130392903883,2,9,0
2023-09-06,Fridge,155,46031.02,163,154,127,92,148.42857142857142,89.45363257549864,2,9,0
2023-09-06,Furniture,206,54757.16,112,135,165,236,150.0,88.57388629462561,2,9,0
2023-09-06,Headphones,102,26672.64,91,109,97,96,154.71428571428572,83.59966962796385,2,9,0
2023-09-06,Jacket,49,14515.3,77,59,120,100,142.71428571428572,88.4358793810786,2,9,0
2023-09-06,Jeans,100,25738.03,58,96,83,69,125.71428571428572,92.10811452800812,2,9,0
2023-09-06,Juice,173,49775.2,177,171,182,225,142.28571428571428,88.90390746139724,2,9,0
2023-09-06,Kitchen,76,17814.8,109,109,102,68,112.42857142857144,43.61902162610858,2,9,0
2023-09-06,Laptop,80,18069.76,63,147,68,63,98.14285714285714,40.56446955743477,2,9,0
2023-09-06,Lighting,64,17532.52,71,83,77,108,92.28571428571428,41.18541119423175,2,9,0
2023-09-06,Literature,82,29378.44,87,60,74,121,91.71428571428572,41.23394348395444,2,9,0
2023-09-06,Mitsubishi 1.5 Ton 3 Star Split AC,109,29911.07,103,101,62,82,95.42857142857144,40.856893106128034,2,9,0
2023-09-06,Non-Fiction,316,76752.23,216,308,234,260,118.0,57.13434460404022,2,9,0
2023-09-06,Shirt,86,22800.95,101,104,67,97,107.14285714285714,50.93927290224505,2,9,0
2023-09-06,Shoes,204,48858.51,252,185,157,186,127.57142857142856,74.86400368414013,2,9,0
2023-09-06,Shorts,82,25432.49,143,119,122,119,139.0,69.26037828369056,2,9,0
2023-09-06,Smartphone,257,66650.89,387,301,374,292,184.14285714285717,109.08472024292018,2,9,0
2023-09-06,Snacks,97,27507.72,105,86,95,66,186.7142857142857,106.59692660628043,2,9,0
2023-09-06,Soft Drink,116,27221.18,160,193,203,175,194.8571428571429,101.17547227701078,2,9,0
2023-09-06,T-shirt,251,64922.66,257,211,229,166,200.7142857142857,103.7572716900913,2,9,0
2023-09-06,Tablet,181,54248.54,245,210,198,173,221.28571428571428,94.55988276521629,2,9,0
2023-09-06,Television,249,62372.04,148,129,248,193,206.42857142857144,97.06674188903416,2,9,0
2023-09-06,Thriller,81,22810.22,80,89,101,78,197.42857142857144,106.39996419619872,2,9,0
2023-09-06,Tools,132,39476.4,75,52,101,47,152.85714285714286,74.24156197043172,2,9,0
2023-09-06,Water,370,98817.53,327,233,314,328,184.57142857142856,94.92603637017795,2,9,0
2023-09-07,Bathroom,119,35927.38,134,75,38,95,180.8571428571429,96.54261333978978,3,9,0
2023-09-07,Bedding,99,23243.16,92,104,68,88,157.28571428571428,94.98370787616524,3,9,0
2023-09-07,BlueStar AC,49,9846.2,22,54,30,42,125.42857142857144,98.00996062111378,3,9,0
2023-09-07,Children's,70,18480.27,57,80,58,78,112.42857142857144,100.52007617528744,3,9,0
2023-09-07,Chocolate,86,20184.83,63,90,57,64,110.0,101.63332786705946,3,9,0
2023-09-07,Coffee,101,26724.85,117,70,152,75,116.0,100.45562867919952,3,9,0
2023-09-07,Decorations,209,57495.29,220,175,176,223,100.71428571428572,64.81695839236792,3,9,0
2023-09-07,Dress,51,10850.2,69,68,115,113,91.42857142857144,63.903200605438336,3,9,0
2023-09-07,Fiction,219,66032.77,290,228,298,248,119.71428571428572,98.5997198875567,3,9,0
2023-09-07,Fridge,101,25099.02,155,93,45,126,138.71428571428572,88.9769900699314,3,9,0
2023-09-07,Furniture,218,49700.06,206,235,150,186,160.0,83.84509526501795,3,9,0
2023-09-07,Headphones,57,16333.24,102,111,116,140,165.57142857142858,77.37109094672026,3,9,0
2023-09-07,Jacket,58,15227.66,49,86,78,108,155.85714285714286,88.0216423603278,3,9,0
2023-09-07,Jeans,81,23423.72,100,87,93,138,138.71428571428572,85.08371227936638,3,9,0
2023-09-07,Juice,149,42730.38,173,164,150,216,153.57142857142858,79.79736241016349,3,9,0
2023-09-07,Kitchen,121,31687.56,76,81,87,103,123.0,56.37375275782061,3,9,0
2023-09-07,Laptop,133,33984.3,80,91,102,84,112.28571428571428,56.40542020560879,3,9,0
2023-09-07,Lighting,150,37030.35,64,93,63,95,92.0,40.32782331509077,3,9,0
2023-09-07,Literature,65,16710.31,82,71,99,82,89.14285714285714,40.209570052530594,3,9,0
2023-09-07,Mitsubishi 1.5 Ton 3 Star Split AC,85,19893.79,109,95,122,117,97.71428571428572,36.44500096361568,3,9,0
2023-09-07,Non-Fiction,269,70163.5,316,242,317,317,128.57142857142858,90.32138385206612,3,9,0
2023-09-07,Shirt,111,23992.17,86,61,136,60,116.14285714285714,89.16731196918185,3,9,0
2023-09-07,Shoes,219,54833.0,204,177,243,186,134.42857142857142,92.6208348462642,3,9,0
2023-09-07,Shorts,82,18228.97,82,79,110,54,134.71428571428572,92.42783542799572,3,9,0
2023-09-07,Smartphone,261,77750.64,257,341,271,244,162.28571428571428,96.51375426282358,3,9,0
2023-09-07,Snacks,81,11048.97,97,82,80,48,164.42857142857142,94.58128275519944,3,9,0
2023-09-07,Soft Drink,186,51647.9,116,158,145,114,165.42857142857142,93.9323464749266,3,9,0
2023-09-07,T-shirt,78,26776.41,251,182,200,140,156.14285714285714,78.51417827676806,3,9,0
2023-09-07,Tablet,185,49743.91,181,141,100,212,169.71428571428572,72.33651518127877,3,9,0
2023-09-07,Television,110,27159.85,249,147,195,242,176.14285714285714,77.69261777764224,3,9,0
2023-09-07,Thriller,67,18392.36,81,96,65,59,176.0,77.8952287798593,3,9,0
2023-09-07,Tools,74,17450.99,132,105,73,24,158.14285714285714,70.17698713830235,3,9,0
2023-09-07,Water,359,85739.37,370,389,361,354,197.14285714285717,100.03903999844016,3,9,0
2023-09-08,Bathroom,88,21191.46,119,30,94,48,197.57142857142856,99.63911069932512,4,9,0
2023-09-08,Bedding,92,24377.53,99,92,79,118,175.85714285714286,102.57424720891764,4,9,0
2023-09-08,BlueStar AC,20,5413.31,49,43,28,54,157.0,113.06782625191512,4,9,0
2023-09-08,Children's,102,26763.620000000003,70,72,79,47,131.42857142857142,108.96001887979652,4,9,0
2023-09-08,Chocolate,110,24659.18,86,131,80,86,132.14285714285714,108.59009864536186,4,9,0
2023-09-08,Coffee,137,41428.15,101,71,98,78,127.71428571428572,109.2271551793386,4,9,0
2023-09-08,Decorations,201,52937.5,209,182,144,88,104.71428571428572,51.29234603627155,4,9,0
2023-09-08,Dress,59,19937.79,51,59,114,84,95.0,54.47629453869374,4,9,0
2023-09-08,Fiction,275,64277.21,219,329,281,224,112.14285714285714,72.00562147366965,4,9,0
2023-09-08,Fridge,139,32760.7,101,126,86,132,119.57142857142856,66.90754103700814,4,9,0
2023-09-08,Furniture,196,42417.79,218,227,165,246,140.71428571428572,71.8347972450539,4,9,0
2023-09-08,Headphones,102,27226.63,57,81,99,93,136.57142857142858,76.21867037862584,4,9,0
2023-09-08,Jacket,66,17392.25,58,106,95,49,130.42857142857142,81.1374495179976,4,9,0
2023-09-08,Jeans,113,26495.18,81,58,94,96,112.14285714285714,74.64232171145308,4,9,0
2023-09-08,Juice,183,52760.47,149,169,161,227,126.14285714285714,70.32881953468824,4,9,0
2023-09-08,Kitchen,57,18068.97,121,95,95,56,112.14285714285714,57.31325783629292,4,9,0
2023-09-08,Laptop,142,35841.26,133,40,72,41,116.71428571428572,57.5520468379533,4,9,0
2023-09-08,Lighting,98,22673.71,150,86,83,112,107.0,40.95119045888484,4,9,0
2023-09-08,Literature,101,28507.01,65,100,121,84,108.14285714285714,39.40570420395233,4,9,0
2023-09-08,Mitsubishi 1.5 Ton 3 Star Split AC,100,25155.86,85,76,105,119,112.0,34.72271110766748,4,9,0
2023-09-08,Non-Fiction,321,73911.12,269,242,270,231,138.85714285714286,65.66690838727497,4,9,0
2023-09-08,Shirt,116,29230.58,111,81,83,82,133.42857142857142,66.25671574227233,4,9,0
2023-09-08,Shoes,139,39465.67,219,201,166,153,147.42857142857142,73.18437251867572,4,9,0
2023-09-08,Shorts,87,18448.31,82,83,99,84,140.14285714285714,77.28395385724924,4,9,0
2023-09-08,Smartphone,332,83729.35,261,271,287,288,156.0,89.98703610335544,4,9,0
2023-09-08,Snacks,90,22265.42,81,77,98,79,158.28571428571428,87.45801713910906,4,9,0
2023-09-08,Soft Drink,160,37767.98,186,166,255,150,172.71428571428572,81.47947448225665,4,9,0
2023-09-08,T-shirt,203,58166.51,78,96,169,140,145.42857142857142,75.63257045933072,4,9,0
2023-09-08,Tablet,139,31571.29,185,198,135,193,156.0,75.18865162598182,4,9,0
2023-09-08,Television,168,44688.38,110,192,214,201,140.42857142857142,71.14505638214753,4,9,0
2023-09-08,Thriller,134,33108.37,67,55,83,129,138.28571428571428,73.3887236699526,4,9,0
2023-09-08,Tools,80,14669.61,74,95,97,50,111.57142857142856,52.27127044835981,4,9,0
2023-09-08,Water,379,103625.86,359,300,346,442,151.28571428571428,104.59399964579556,4,9,0
2023-09-09,Bathroom,92,20944.59,88,145,125,60,137.28571428571428,105.7256107189959,5,9,1
2023-09-09,Bedding,124,34027.39,92,79,101,139,139.28571428571428,104.54299639496658,5,9,1
2023-09-09,BlueStar AC,27,9538.62,20,42,29,39,115.71428571428572,110.9244702274388,5,9,1
2023-09-09,Children's,84,18003.760000000002,102,79,81,99,114.57142857142856,111.03431473026214,5,9,1
2023-09-09,Chocolate,101,24605.05,110,85,139,76,120.71428571428572,109.1370915954087,5,9,1
2023-09-09,Coffee,99,26976.78,137,134,83,94,129.71428571428572,107.22362035440064,5,9,1
2023-09-09,Decorations,191,55028.42,201,227,160,160,107.14285714285714,54.65780996779908,5,9,1
2023-09-09,Dress,111,30561.42,59,105,81,113,103.0,57.38176249181012,5,9,1
2023-09-09,Fiction,172,53928.62,275,277,293,300,129.14285714285714,86.05701321687502,5,9,1
2023-09-09,Fridge,77,17519.82,139,96,99,69,146.14285714285714,71.41061679103532,5,9,1
2023-09-09,Furniture,174,46066.38,196,173,119,175,159.57142857142858,70.55932998278097,5,9,1
2023-09-09,Headphones,116,33853.52,102,87,104,98,158.42857142857142,71.5538425310081,5,9,1
2023-09-09,Jacket,90,22804.18,66,100,75,66,148.28571428571428,79.6695556360019,5,9,1
2023-09-09,Jeans,141,36749.63,113,67,106,49,135.71428571428572,76.85855902394985,5,9,1
2023-09-09,Juice,181,39569.21,183,152,148,171,153.42857142857142,70.23497975334153,5,9,1
2023-09-09,Kitchen,89,16273.02,57,132,87,100,122.28571428571428,53.73922926414773,5,9,1
2023-09-09,Laptop,131,35525.31,142,123,122,95,122.71428571428572,53.90644453035863,5,9,1
2023-09-09,Lighting,95,19526.42,98,96,78,105,108.71428571428572,43.403971729608,5,9,1
2023-09-09,Literature,131,32358.93,101,76,105,54,108.57142857142856,43.43139088591986,5,9,1
2023-09-09,Mitsubishi 1.5 Ton 3 Star Split AC,79,23058.74,100,123,103,120,113.42857142857144,39.610003546481,5,9,1
2023-09-09,Non-Fiction,277,76525.33,321,311,240,236,143.14285714285714,87.86244660723617,5,9,1
2023-09-09,Shirt,109,29244.33,116,138,46,45,133.57142857142858,86.4346711739697,5,9,1
2023-09-09,Shoes,208,51592.97,139,205,204,218,145.28571428571428,79.61514572348239,5,9,1
2023-09-09,Shorts,79,17480.95,87,103,72,22,137.42857142857142,82.64957580624522,5,9,1
2023-09-09,Smartphone,302,73996.93,332,237,302,275,170.85714285714286,107.60023012898006,5,9,1
2023-09-09,Snacks,99,24993.78,90,122,66,69,169.28571428571428,108.86339189662444,5,9,1
2023-09-09,Soft Drink,126,30821.73,160,188,234,180,177.85714285714286,104.78458628925095,5,9,1
2023-09-09,T-shirt,147,33143.43,203,184,186,126,161.0,85.66601815578098,5,9,1
2023-09-09,Tablet,228,64807.35,139,232,170,165,164.28571428571428,84.07876126131991,5,9,1
2023-09-09,Television,148,44412.93,168,186,147,126,168.42857142857142,83.33638089665473,5,9,1
2023-09-09,Thriller,105,19572.96,134,164,70,146,175.14285714285714,77.36155068126203,5,9,1
2023-09-09,Tools,124,35973.45,80,66,81,100,139.14285714285714,43.368300909874485,5,9,1
2023-09-09,Water,353,91556.53,379,372,307,388,180.42857142857144,95.28003838310347,5,9,1
2023-09-10,Bathroom,106,32084.16,92,110,91,88,170.71428571428572,101.0044789200197,6,9,1
2023-09-10,Bedding,92,22730.68,124,69,98,130,159.42857142857142,101.20911873090112,6,9,1
2023-09-10,BlueStar AC,25,4144.6,27,45,47,40,143.42857142857142,113.12803534470262,6,9,1
2023-09-10,Children's,69,15814.02,84,66,93,87,131.42857142857142,114.53362991258186,6,9,1
2023-09-10,Chocolate,85,17636.91,101,138,91,116,126.71428571428572,115.08795808093032,6,9,1
2023-09-10,Coffee,105,20753.28,99,121,65,119,129.42857142857142,114.02171890018263,6,9,1
2023-09-10,Decorations,127,32006.55,191,162,185,184,102.57142857142856,49.09466075130329,6,9,1
2023-09-10,Dress,108,23311.24,111,61,121,52,105.28571428571428,48.937764169449046,6,9,1
2023-09-10,Fiction,310,85800.65,172,256,317,269,112.14285714285714,54.9861454411568,6,9,1
2023-09-10,Fridge,98,19206.4,77,105,130,84,119.28571428571428,44.28963116318872,6,9,1
2023-09-10,Furniture,207,50195.65,174,130,177,115,132.14285714285714,45.388796603817816,6,9,1
2023-09-10,Headphones,92,24507.54,116,53,63,96,134.28571428571428,44.006493027408105,6,9,1
2023-09-10,Jacket,82,26452.4,90,79,58,97,133.0,45.3210767744974,6,9,1
